"anime_id","name","genre","type","episodes","rating"
2501,"Papuwa","Adventure, Comedy","TV","26",7.02
11227,"Rinne no Lagrange","Action, Comedy, Mecha, Sci-Fi","TV","12",7.02
419,"Samurai Deeper Kyou","Adventure, Comedy, Historical, Shounen, Supernatural","TV","26",7.02
11751,"Senki Zesshou Symphogear: Meteoroid-Falling, Burning, and Disappear, Then...","Action, Music, Sci-Fi","TV","13",7.02
2578,"TaoTao Ehonkan Sekai Doubutsu Banashi","Adventure, Comedy, Fantasy, Kids","TV","52",7.02
1587,"Tenpou Ibun: Ayakashi Ayashi","Demons, Historical, Supernatural","TV","25",7.02
3690,"Chou Hatsumei Boy Kanipan","Adventure, Comedy, Mecha, Romance","TV","21",7.01
7109,"Gyouten Ningen Batsealer","Action, Adventure, Fantasy, Magic","TV","52",7.01
3710,"Hakaba Kitarou","Horror, Supernatural","TV","11",7.01
8277,"Hyakka Ryouran: Samurai Girls","Action, Comedy, Ecchi, Harem, Samurai, School","TV","12",7.01
5914,"Kanamemo","Comedy, Ecchi, Shoujo Ai, Slice of Life","TV","13",7.01
193,"Maburaho","Comedy, Drama, Ecchi, Harem, Magic, Romance, School","TV","24",7.01
1040,"Mizuiro Jidai","Shoujo, Slice of Life","TV","47",7.01
9693,"Moshidora","Drama, Sports","TV","10",7.01
3615,"Neo Angelique Abyss","Comedy, Fantasy, Harem, Romance, Shoujo","TV","13",7.01
5023,"Ninpuu Kamui Gaiden","Action, Adventure, Historical, Martial Arts, Samurai","TV","26",7.01
561,"Sakura Taisen","Adventure, Mecha, Sci-Fi, Shounen","TV","25",7.01
4332,"Seigi wo Aisuru Mono Gekkou Kamen","Action, Mystery","TV","39",7.01
30355,"Wakaba*Girl","Comedy, School, Slice of Life","TV","13",7.01
11837,"Zetman","Action, Drama, Horror, Romance, Sci-Fi, Seinen, Supernatural","TV","13",7.01
3631,"Aoi Blink","Adventure, Fantasy","TV","39",7
750,"Binchou-tan","Comedy, Slice of Life","TV","12",7
2684,"Buzzer Beater 2nd Season","Action, Sci-Fi, Shounen, Sports","TV","13",7
32483,"Cheer Danshi!!","School, Sports","TV","12",7
2215,"Kishin Taisen Gigantic Formula","Mecha, Sci-Fi","TV","26",7
5091,"Manga Sarutobi Sasuke","Adventure, Comedy, Historical, Supernatural","TV","24",7
1792,"Overman King Gainer","Action, Adventure, Mecha, Sci-Fi, Shounen","TV","26",7
13377,"Recorder to Randoseru Re♪","Comedy, School, Seinen, Slice of Life","TV","13",7
19365,"Samurai Flamenco","Action, Comedy, Parody","TV","22",7
30806,"Schwarzesmarken","Action, Drama, Historical, Mecha, Military, Sci-Fi","TV","12",7
19841,"Super Seisyun Brothers","Comedy, Josei, Slice of Life","TV","14",7
21851,"Tesagure! Bukatsumono Encore","Parody, School, Slice of Life","TV","12",7
5830,"Tsurupika Hagemaru-kun","Comedy, Kids","TV","59",7
3501,"Wellber no Monogatari: Sisters of Wellber Zwei","Adventure, Fantasy, Historical, Romance","TV","13",7
292,"Dear Boys","Drama, Shounen, Sports","TV","26",6.99
603,"Futari wa Precure","Action, Comedy, Fantasy, Magic, Shoujo","TV","49",6.99
2569,"Jungle Book Shounen Mowgli","Adventure, Drama","TV","52",6.99
636,"Juubee-chan 2: Siberia Yagyuu no Gyakushuu","Adventure, Comedy, Drama, Martial Arts, Samurai, Shounen","TV","13",6.99
2772,"Juushin Enbu: Hero Tales","Action, Fantasy, Shounen","TV","26",6.99
5967,"Kinnikuman II Sei: Ultimate Muscle","Action, Comedy, Martial Arts, Sci-Fi, Shounen, Sports","TV","13",6.99
5891,"Kousoku Denjin Albegus","Mecha","TV","45",6.99
2707,"Majime ni Fumajime Kaiketsu Zorori","Adventure, Kids","TV","97",6.99
1509,"Mamotte! Lollipop","Adventure, Comedy, Magic, Romance, Shoujo","TV","13",6.99
800,"NieA Under 7","Comedy, Sci-Fi, Slice of Life","TV","13",6.99
4054,"Norimono Oukoku BuBu ChaCha","Comedy, Slice of Life","TV","26",6.99
9884,"Osomatsu-kun","Comedy","TV","56",6.99
2363,"Pokemon Housoukyoku","Adventure, Comedy, Fantasy, Kids","TV","16",6.99
6973,"Senkou no Night Raid","Action, Historical, Military, Super Power","TV","13",6.99
1703,"Tokyo Tribe 2","Action, Drama","TV","13",6.99
3317,"Uchuusen Sagittarius","Adventure, Sci-Fi","TV","77",6.99
2087,"VS Knight Lamune &amp; 40 Fire","Comedy, Fantasy, Mecha, Shounen","TV","26",6.99
3196,"Wakakusa no Charlotte","Drama, Historical, Kids, Shoujo, Slice of Life","TV","30",6.99
2554,"Ai Shoujo Pollyanna Story","Drama, Historical, Slice of Life","TV","51",6.98
28391,"Ao no Kanata no Four Rhythm","Drama, School, Sci-Fi, Sports","TV","12",6.98
812,"Chikyuu Shoujo Arjuna","Adventure, Drama, Magic, Sci-Fi","TV","13",6.98
1837,"Dokkoida","Action, Adventure, Comedy, Parody, Sci-Fi, Shounen","TV","12",6.98
22189,"Futsuu no Joshikousei ga [Locodol] Yattemita.","Comedy, Seinen","TV","12",6.98
30039,"Future Card Buddyfight 100","Game","TV","50",6.98
31068,"Hime Chen! Otogi Chikku Idol Lilpri (2011)","Magic, Shoujo","TV","51",6.98
3349,"Kiddy GiRL-AND","Action, Comedy, Sci-Fi, Super Power","TV","24",6.98
28423,"Kyoukai no Rinne (TV)","Comedy, Romance, School, Shounen, Supernatural","TV","25",6.98
89,"Mobile Suit Victory Gundam","Drama, Mecha, Military, Sci-Fi, Space","TV","51",6.98
5395,"Nekketsu Saikyou Go-Saurer","Action, Mecha, Sci-Fi","TV","51",6.98
18095,"Nourin","Comedy, Ecchi, Romance, School","TV","12",6.98
12863,"Pretty Rhythm: Dear My Future","Music, Shoujo, Slice of Life, Sports","TV","51",6.98
11241,"Brave 10","Action, Adventure, Historical, Samurai, Seinen, Super Power","TV","12",6.97
261,"Happy☆Lesson: Advance","Comedy, Harem, Romance, Slice of Life","TV","13",6.97
2757,"Juuni Senshi Bakuretsu Eto Ranger","Action, Comedy, Fantasy","TV","39",6.97
2243,"Karasu Tengu Kabuto","Action, Adventure, Drama, Historical","TV","39",6.97
2223,"Maple Town Monogatari","Fantasy, Slice of Life","TV","52",6.97
4086,"Muka Muka Paradise","Adventure, Comedy","TV","51",6.97
6112,"Shin Koihime†Musou","Comedy, Ecchi, Fantasy, Historical","TV","12",6.97
1727,"Shinkyoku Soukai Polyphonica","Drama, Fantasy, Music, Romance, School","TV","12",6.97
12549,"Dakara Boku wa, H ga Dekinai.","Comedy, Ecchi, Romance, Supernatural","TV","12",6.96
266,"Gunparade March: Arata Naru Kougunka","Drama, Mecha, Military, Romance, Sci-Fi, Shounen, Slice of Life","TV","12",6.96
1956,"Ikkitousen: Dragon Destiny","Action, Ecchi, Martial Arts, School, Super Power","TV","12",6.96
4196,"Ikkitousen: Great Guardians","Action, Ecchi, Martial Arts, School, Super Power","TV","12",6.96
17497,"Jewelpet Happiness","Fantasy, Magic, Shoujo","TV","52",6.96
10346,"Ring ni Kakero 1: Sekai Taikai-hen","Sports","TV","6",6.96
7845,"Seton Doubutsuki","Adventure, Fantasy","TV","45",6.96
1603,"Super Robot Taisen OG: Divine Wars","Action, Mecha, Sci-Fi","TV","25",6.96
20473,"Teekyuu 3","Comedy, School, Shounen, Sports","TV","12",6.96
33589,"ViVid Strike!","","TV","12",6.96
4548,"Yozakura Quartet","Action, Comedy, Magic, Shounen, Super Power, Supernatural","TV","12",6.96
244,"Agatha Christie no Meitantei Poirot to Marple","Historical, Mystery","TV","39",6.95
1214,"Binbou Shimai Monogatari","Comedy, Drama, Seinen, Slice of Life","TV","10",6.95
2259,"Dr. Rin ni Kiitemite!","Comedy, Fantasy, Magic, Romance, School, Shoujo","TV","51",6.95
7580,"Ikkitousen: Xtreme Xecutor","Action, Ecchi, Martial Arts, School, Super Power","TV","12",6.95
1230,"Innocent Venus","Adventure, Drama, Mecha, Military, Sci-Fi","TV","12",6.95
21671,"Keroro","Comedy, Sci-Fi, Shounen","TV","23",6.96
11079,"Kill Me Baby","Comedy, School, Seinen","TV","13",6.95
1707,"Kinnikuman II Sei","Action, Comedy, Martial Arts, Sci-Fi, Shounen, Sports","TV","51",6.95
670,"Lamune","Drama, Romance, Slice of Life","TV","12",6.95
630,"Mahoutsukai Tai!","Comedy, Magic, Romance, Sci-Fi","TV","13",6.95
5940,"Seiken no Blacksmith","Action, Adventure, Fantasy","TV","12",6.95
23201,"Sengoku Basara: Judge End","Action, Historical, Martial Arts, Samurai, Super Power","TV","12",6.95
538,"Shin Tenchi Muyou!","Comedy, Harem, Romance, Sci-Fi, Shounen","TV","26",6.95
1517,"Silent Mobius","Action, Comedy, Drama, Fantasy, Horror, Magic, Romance, Sci-Fi","TV","26",6.95
1532,"Suki na Mono wa Suki Dakara Shou ga Nai!!","Comedy, Drama, Romance, Shoujo, Shounen Ai, Slice of Life","TV","12",6.95
4532,"Taiyou no Yuusha Fighbird","Action, Mecha, Sci-Fi","TV","48",6.95
19157,"Youkai Watch","Comedy, Kids, Supernatural","TV","Unknown",6.95
285,"Argento Soma","Action, Adventure, Drama, Mecha, Military, Sci-Fi","TV","25",6.94
5311,"Astroganger","Action, Mecha, Sci-Fi","TV","26",6.94
109,"Bakuretsu Tenshi","Adventure, Comedy, Mecha, Sci-Fi","TV","24",6.94
29589,"Denpa Kyoushi (TV)","Comedy, Romance, School, Shounen","TV","24",6.94
115,"El Hazard: The Alternative World","Adventure, Comedy, Fantasy","TV","13",6.94
10348,"Fireball Charming","Sci-Fi","TV","13",6.94
1448,"Hyakujuu-Ou GoLion","Adventure, Mecha, Sci-Fi, Shounen","TV","52",6.94
23945,"Majimoji Rurumo","Comedy, Ecchi, Fantasy, Magic, School, Shounen","TV","12",6.94
1018,"Majutsushi Orphen: Revenge","Adventure, Comedy, Fantasy, Magic, Shounen","TV","23",6.94
5249,"Mitsume ga Tooru","Adventure","TV","48",6.94
9806,"Qin Shiming Yue Zhi: Bai Bu Fei Jian","Action, Fantasy, Historical, Martial Arts","TV","10",6.94
2965,"Suteki Tantei Labyrinth","Mystery, Sci-Fi","TV","25",6.94
2316,"Akakichi no Eleven","Sports","TV","52",6.93
13029,"Arashi no Yoru ni: Himitsu no Tomodachi","Adventure, Drama","TV","26",6.93
4151,"Blade of the Immortal","Action, Adventure, Historical, Samurai, Supernatural","TV","13",6.93
1068,"Chou Denji Robo Combattler V","Adventure, Mecha, Sci-Fi, Shounen","TV","54",6.93
62,"D.C.: Da Capo","Drama, Harem, Magic, Romance","TV","26",6.93
9330,"Dragon Crisis!","Action, Magic, Romance, School, Seinen, Supernatural","TV","12",6.93
6055,"F","Cars, Shounen, Sports","TV","31",6.93
4334,"Heroman","Action, Sci-Fi, Shounen","TV","26",6.93
509,"I My Me! Strawberry Eggs","Comedy, Drama, Romance, School, Slice of Life","TV","13",6.93
3129,"Kaibutsu-kun","Comedy, Horror","TV","49",6.93
1502,"Mahou Shoujo Pretty Sammy (1996)","Comedy, Fantasy, Magic, Parody, Seinen","TV","26",6.93
10370,"Metal Fight Beyblade 4D","Adventure, Sports","TV","52",6.93
2231,"Miyuki","Romance, School","TV","37",6.93
9883,"Osomatsu-kun (1988)","Comedy","TV","86",6.93
3765,"Pygmalio","Adventure, Fantasy","TV","39",6.93
2510,"Sengoku Majin Goushougun","Mecha, Parody, Sci-Fi","TV","26",6.93
3098,"Shutsugeki! Machine Robo Rescue","Action, Mecha, Sci-Fi","TV","53",6.93
5734,"Tayutama: Kiss on My Deity","Harem, Romance, Supernatural","TV","12",6.93
4066,"Tytania","Adventure, Military, Psychological, Romance, Sci-Fi, Space","TV","26",6.93
10513,"Usavich IV","Comedy","TV","13",6.93
5104,"Andes Shounen Pepero no Bouken","Adventure","TV","26",6.92
27737,"Battle Spirits: Burning Soul","Action, Kids","TV","51",6.92
1629,"Devilman Lady","Action, Drama, Horror, Psychological","TV","26",6.92
24909,"Kaitou Joker","Adventure, Comedy, Mystery, Shounen","TV","13",6.92
146,"Kono Minikuku mo Utsukushii Sekai","Comedy, Drama, Magic, Romance, Sci-Fi","TV","12",6.92
554,"Koutetsu Tenshi Kurumi","Adventure, Comedy, Drama, Historical, Mecha, Military, Romance, Shounen","TV","24",6.92
3425,"Meiken Lassie","Adventure, Kids, Slice of Life","TV","26",6.92
2933,"Mirai Keisatsu Urashiman","Comedy, Police, Sci-Fi","TV","50",6.92
4936,"Ninja Hattori-kun","Comedy, Martial Arts, Slice of Life","TV","694",6.92
1882,"Sasami: Mahou Shoujo Club 2","Fantasy, Magic, School","TV","13",6.92
6056,"Sasuke","Action, Historical, Martial Arts, Shounen","TV","29",6.92
3159,"The Kabocha Wine","Comedy, Romance, School, Slice of Life","TV","95",6.92
33037,"Tsukiuta. The Animation","Music","TV","13",6.92
278,"Viewtiful Joe","Action, Comedy, Sci-Fi, Shounen","TV","51",6.92
4083,"Wonder Beat Scramble","Action, Sci-Fi, Space","TV","26",6.92
3193,"Asobot Senki Gokuu","Comedy, Sci-Fi","TV","52",6.91
33041,"Bubuki Buranki: Hoshi no Kyojin","Action, Drama, Mecha, Sci-Fi","TV","12",6.91
694,"Canvas 2: Niji-iro no Sketch","Comedy, Drama, Romance, Slice of Life","TV","24",6.91
1219,"Chocotto Sister","Comedy, Drama, Romance","TV","24",6.91
8536,"Fortune Arterial: Akai Yakusoku","Comedy, Romance, School, Supernatural, Vampire","TV","12",6.91
2494,"Goshuushou-sama Ninomiya-kun","Comedy, Ecchi, Fantasy, Harem","TV","12",6.91
649,"Hanaukyou Maid-tai: La Verite","Comedy, Ecchi, Harem, Romance","TV","12",6.91
21407,"Happiness Charge Precure!","Action, Fantasy, Magic, Shoujo","TV","49",6.91
1721,"Hitohira","Drama, Romance, School, Slice of Life","TV","12",6.91
15377,"Hyakka Ryouran: Samurai Bride","Action, Comedy, Ecchi, Harem, Samurai, School","TV","12",6.91
727,"Kingyo Chuuihou!","Comedy, Kids, Shoujo","TV","54",6.91
1469,"Monster Farm: Enbanseki no Himitsu","Action, Adventure, Comedy, Fantasy","TV","48",6.91
942,"Nishi no Yoki Majo: Astraea Testament","Comedy, Drama, Fantasy, Mystery, Romance","TV","13",6.91
1638,"Peter Pan no Bouken","Adventure, Fantasy","TV","41",6.91
7245,"Sekai Meisaku Douwa: Wow! Maerchen Oukoku","Fantasy","TV","26",6.91
623,"Shichinin no Nana","Adventure, Comedy, Magic, Romance, School","TV","25",6.91
18121,"Teekyuu 2","Comedy, School, Shounen, Sports","TV","12",6.91
605,"Tenshi ni Narumon!","Comedy, Fantasy, Romance","TV","26",6.91
31430,"Terra Formars Revenge","Action, Drama, Horror, Sci-Fi, Seinen, Space","TV","13",6.91
5763,"Uchuu Kuubo Blue Noah","Action, Drama, Military, Sci-Fi, Space","TV","24",6.91
2688,"Akai Koudan Zillion","Action, Adventure, Military, Sci-Fi, Shounen","TV","31",6.9
27815,"Cardfight!! Vanguard G","Action, Game, Shounen","TV","48",6.9
111,"Corrector Yui","Adventure, Comedy, Magic, Sci-Fi","TV","52",6.9
2166,"Doujin Work","Comedy, Slice of Life","TV","12",6.9
3053,"Ganbare! Kickers","Comedy, Drama, Shounen, Sports","TV","23",6.9
487,"Girls Bravo: Second Season","Comedy, Ecchi, Fantasy, Harem, Romance, School","TV","13",6.9
3146,"GR: Giant Robo","Adventure, Mecha, Military, Sci-Fi, Shounen","TV","13",6.9
6069,"Gregory Horror Show","Comedy, Demons, Horror, Mystery, Supernatural, Vampire","TV","25",6.9
2938,"Idol Densetsu Eriko","Music","TV","51",6.9
4073,"Kyouryuu Daisensou Aizenborg","Action, Mecha","TV","39",6.9
860,"Makai Senki Disgaea","Action, Comedy, Demons, Fantasy, Magic","TV","12",6.9
3162,"Makiba no Shoujo Katri","Adventure, Drama, Historical, Slice of Life","TV","49",6.9
8410,"Metal Fight Beyblade: Baku","Adventure, Comedy, Sports","TV","51",6.9
13201,"Monster Farm: Legend e no Michi","Action, Adventure, Comedy, Fantasy","TV","25",6.9
21325,"Pupipo!","Comedy, School, Slice of Life, Supernatural","TV","15",6.9
1377,"Uchuu Koukyoushi Maetel: Ginga Tetsudou 999 Gaiden","Drama, Sci-Fi, Space","TV","13",6.9
1127,"UFO Princess Valkyrie","Comedy, Ecchi, Magic, Sci-Fi","TV","12",6.9
965,"Yoshinaga-san&#039;chi no Gargoyle","Comedy, Fantasy, Slice of Life","TV","13",6.9
886,"Amaenaide yo!! Katsu!!","Comedy, Ecchi, Harem, Romance, Supernatural","TV","12",6.89
16419,"Dokidoki! Precure","Action, Fantasy, Magic, Shoujo","TV","49",6.89
1599,"Eat-Man &#039;98","Action, Adventure, Sci-Fi, Shounen, Super Power","TV","12",6.89
3689,"Hatsumei Boy Kanipan","Adventure, Comedy, Mecha, Sci-Fi","TV","31",6.89
7590,"Mayoi Neko Overrun!","Comedy, Harem, Romance","TV","13",6.89
1597,"Panyo Panyo Di Gi Charat","Comedy","TV","48",6.89
7793,"Ring ni Kakero 1: Kage Dou-hen","Action, Shounen, Sports","TV","6",6.89
33031,"Shakunetsu no Takkyuu Musume","Sports","TV","12",6.89
1541,"Souten no Ken","Action, Historical, Martial Arts","TV","22",6.89
3672,"Tottemo! Luckyman","Comedy, Sci-Fi, Shounen, Super Power","TV","50",6.89
2964,"Blue Drop: Tenshi-tachi no Gikyoku","Drama, Sci-Fi, Shoujo Ai","TV","13",6.88
10578,"C³","Action, Comedy, Ecchi, School, Supernatural","TV","12",6.88
296,"Dragon Drive","Action, Adventure, Comedy, Fantasy, School, Sci-Fi, Shounen","TV","38",6.88
12471,"Eureka Seven AO","Action, Adventure, Drama, Mecha, Sci-Fi","TV","24",6.88
12461,"Hiiro no Kakera","Fantasy, Romance, Shoujo, Supernatural","TV","13",6.88
12963,"Jewelpet Kira☆Deco!","Fantasy, Magic, Shoujo","TV","52",6.88
4262,"Koihime†Musou","Action, Adventure, Fantasy, Historical, Martial Arts","TV","12",6.88
1243,"Night Head Genesis","Drama, Horror, Mystery, Psychological, Supernatural","TV","24",6.88
28819,"Okusama ga Seitokaichou!","Comedy, Ecchi, Romance, School, Shounen","TV","12",6.88
9922,"Oretachi ni Tsubasa wa Nai: Under the Innocent Sky.","Comedy, Drama, Ecchi, Harem, Romance","TV","12",6.88
1035,"Patalliro Saiyuuki!","Adventure, Comedy, Fantasy, Shoujo, Shounen Ai","TV","26",6.88
26395,"Teekyuu 4","Comedy, Shounen, Sports","TV","12",6.88
28835,"Tesagure! Bukatsumono Spin-off Purupurun Sharumu to Asobou","Parody, School, Slice of Life","TV","12",6.88
688,"Uta Kata","Drama, Magic","TV","12",6.88
6166,"Asobi ni Iku yo!","Comedy, Ecchi, Harem, Romance, Sci-Fi","TV","12",6.87
31147,"Concrete Revolutio: Choujin Gensou","Action, Demons, Drama, Fantasy, Mystery, Sci-Fi, Super Power, Supernatural","TV","13",6.87
16355,"Dansai Bunri no Crime Edge","Action, Fantasy, Romance, Seinen","TV","13",6.87
4486,"Getter Robo G","Action, Mecha, Sci-Fi, Shounen","TV","39",6.87
646,"Haunted Junction","Comedy, Shounen, Supernatural","TV","12",6.87
1082,"Hikari to Mizu no Daphne","Comedy, Drama, Mystery, Police, Psychological, Sci-Fi","TV","24",6.87
2598,"Juusenki L-Gaim","Action, Adventure, Drama, Mecha, Sci-Fi, Shounen, Space","TV","54",6.87
7148,"Ladies versus Butlers!","Comedy, Ecchi, Harem, Romance, School, Seinen","TV","12",6.87
273,"Mahoutsukai ni Taisetsu na Koto","Drama, Magic, Shounen, Slice of Life","TV","12",6.87
6560,"Popee the Performer","Comedy, Dementia","TV","39",6.87
30749,"Saijaku Muhai no Bahamut","Action, Ecchi, Fantasy, Harem, Mecha, Romance, School, Supernatural","TV","12",6.87
30567,"Teekyuu 5","Comedy, Shounen, Sports","TV","12",6.87
5143,"Tokusou Kihei Dorvack","Action, Mecha, Sci-Fi","TV","36",6.87
1218,"Tonagura!","Comedy, Drama, Ecchi, Romance, School","TV","13",6.87
5505,"Viper&#039;s Creed","Action, Military, Sci-Fi","TV","12",6.87
2128,"Yuusha Raideen","Action, Adventure, Mecha, Sci-Fi, Shounen","TV","50",6.87
33419,"12-sai.: Chicchana Mune no Tokimeki 2nd Season","Romance, School, Shoujo","TV","12",6.85
2579,"Anime 80-nichikan Sekai Isshuu","Adventure, Historical, Kids, Romance","TV","26",6.86
4657,"Arad Senki: Slap Up Party","Action, Adventure, Comedy, Fantasy","TV","26",6.86
495,"Bakuretsu Hunters","Adventure, Comedy, Ecchi, Fantasy, Magic, Shounen, Supernatural","TV","26",6.86
2705,"Bakusou Kyoudai Let&#039;s &amp; Go","Adventure, Cars, Shounen, Sports","TV","51",6.86
11457,"Chibi☆Devi!","Fantasy, Shoujo, Supernatural","TV","75",6.86
2814,"Dondon Domeru to Ron","Comedy, Kids","TV","52",6.86
4362,"Fireball","Comedy, Sci-Fi","TV","13",6.86
3012,"Gekitou! Crush Gear Turbo","Shounen, Sports","TV","68",6.86
10359,"Jewelpet Sunshine","Fantasy, Magic, Shoujo","TV","52",6.86
865,"Kikou Senki Dragonar","Adventure, Mecha, Sci-Fi, Shounen, Space","TV","48",6.86
4411,"Mirai Robo Daltanias","Comedy, Mecha, Shounen, Space","TV","47",6.86
19825,"Saikyou Ginga Ultimate Zero: Battle Spirits","Shounen","TV","49",6.86
1550,"Attack No.1","Drama, Shoujo, Sports","TV","104",6.85
2255,"Choujuu Kishin Dancougar","Action, Mecha, Sci-Fi, Shounen","TV","38",6.85
2703,"Chousoku Spinner","Shounen, Sports","TV","22",6.85
15547,"Cross Fight B-Daman eS","Kids","TV","52",6.85
293,"Di Gi Charat","Comedy, Fantasy, Sci-Fi","TV","16",6.85
563,"DNA²","Comedy, Romance, Sci-Fi","TV","12",6.85
318,"Hand Maid May","Comedy, Ecchi, Harem, Romance, Sci-Fi","TV","10",6.85
30651,"Itoshi no Muco","Comedy, Slice of Life","TV","25",6.86
13367,"Kono Naka ni Hitori, Imouto ga Iru!","Comedy, Ecchi, Harem, Mystery, Romance, School, Seinen","TV","12",6.85
3182,"Massugu ni Ikou. 2nd Season","Comedy, Josei, Romance, Slice of Life","TV","5",6.85
2783,"Oyayubi Hime Monogatari","Adventure, Fantasy, Shoujo","TV","26",6.85
1771,"Ring ni Kakero 1: Nichibei Kessen-hen","Action, Shounen, Sports","TV","12",6.85
2934,"Shiawase Sou no Okojo-san","Comedy","TV","51",6.85
2620,"Spider Riders: Yomigaeru Taiyou","Action, Adventure, Mecha","TV","26",6.85
924,"Transformers: Choujin Master Force","Adventure, Mecha, Sci-Fi, Shounen","TV","47",6.85
9624,"30-sai no Hoken Taiiku","Ecchi, Parody, Romance, Seinen","TV","12",6.84
17082,"Aiura","Comedy, School, Shounen, Slice of Life","TV","12",6.84
4339,"Ashita e Attack!","Drama, School, Sports","TV","23",6.84
2786,"Bakegyamon","Action, Game, Shounen","TV","51",6.84
5082,"Battle Spirits: Shounen Toppa Bashin","Game, Shounen","TV","50",6.84
8956,"Denkou Chou Tokkyuu Hikarian","Action, Adventure, Kids","TV","52",6.84
6971,"Gegege no Kitarou (1971)","Adventure, Demons, Super Power, Supernatural","TV","45",6.84
771,"Ginyuu Mokushiroku Meine Liebe Wieder","Drama, Fantasy, Shoujo","TV","13",6.84
4211,"Hareluya II Boy","Action, Comedy, Fantasy, School, Shounen","TV","25",6.84
248,"Ichigo 100%","Comedy, Ecchi, Harem, Romance, Shounen","TV","12",6.84
5129,"Jikuu Boukenki Zentrix","Adventure, Mecha, Sci-Fi","TV","26",6.84
24629,"Koufuku Graffiti","Comedy, Seinen, Slice of Life","TV","12",6.84
21835,"Majin Bone","Game","TV","52",6.84
4468,"Nagagutsu wo Haita Neko no Bouken","Adventure, Fantasy","TV","26",6.84
1247,"Project BLUE Chikyuu SOS","Adventure, Comedy, Sci-Fi, Shounen","TV","6",6.84
4723,"Seishun Anime Zenshuu","Drama, Historical, Romance","TV","32",6.84
447,"Weiß Kreuz","Action, Drama, Shounen","TV","25",6.84
1893,"Azuki-chan","Comedy, Romance, Shoujo, Slice of Life","TV","117",6.83
32664,"Bananya","Comedy, Kids, Slice of Life","TV","13",6.83
8123,"Cooking Papa","Comedy, Slice of Life","TV","151",6.83
5250,"God Mazinger","Action, Fantasy, Mecha","TV","23",6.83
297,"Grenadier: Hohoemi no Senshi","Action, Adventure, Comedy, Ecchi, Shounen","TV","12",6.83
9750,"Itsuka Tenma no Kuro Usagi","Comedy, Ecchi, Romance, Shounen, Supernatural, Vampire","TV","12",6.83
19855,"Nobunagun","Action, Supernatural","TV","13",6.83
616,"Nurse Angel Ririka SOS","Drama, Fantasy, Magic, Shoujo","TV","35",6.83
10197,"Nyanpire The Animation","Comedy, Supernatural","TV","12",6.83
1300,"Omishi Mahou Gekijou: Risky/Safety","Comedy, Shoujo","TV","24",6.83
2826,"Oz no Mahoutsukai (1986)","Adventure, Fantasy, Kids","TV","52",6.83
25859,"Re-Kan!","Comedy, School, Seinen, Supernatural","TV","13",6.83
1103,"Shinkon Gattai Godannar!!","Comedy, Ecchi, Mecha, Romance, Sci-Fi","TV","13",6.83
2612,"Spoon Oba-san","Kids, Magic","TV","130",6.83
32555,"Stella no Mahou","Comedy, School, Slice of Life","TV","12",6.83
926,"Transformers Victory","Adventure, Mecha, Sci-Fi, Shounen","TV","44",6.83
21845,"Ushinawareta Mirai wo Motomete","Drama, Romance, School, Sci-Fi","TV","12",6.83
14355,"Yama no Susume","Adventure, Comedy, Slice of Life","TV","12",6.83
19429,"Akuma no Riddle","Action, School, Shoujo Ai","TV","12",6.82
2576,"Araiguma Rascal","Drama, Historical, Slice of Life","TV","52",6.82
1123,"Beet the Vandel Buster Excellion","Adventure, Fantasy, Shounen, Supernatural","TV","25",6.82
234,"Dan Doh!!","Adventure, Shounen, Sports","TV","26",6.82
5973,"Fight Ippatsu! Juuden-chan!!","Comedy, Ecchi, Sci-Fi, Shounen","TV","12",6.82
271,"Gad Guard","Adventure, Mecha, Sci-Fi, Shounen","TV","26",6.82
18247,"IS: Infinite Stratos 2","Action, Comedy, Harem, Mecha, Sci-Fi","TV","12",6.82
2704,"Kaiketsu Jouki Tanteidan","Action, Mecha, Mystery, Police","TV","26",6.82
3935,"Karakuri Kiden: Hiwou Senki","Action, Adventure, Historical, Mecha","TV","26",6.82
28817,"Mikagura Gakuen Kumikyoku","Action, Comedy, School, Shoujo Ai","TV","12",6.82
1881,"Sasami: Mahou Shoujo Club","Fantasy, Magic, School","TV","13",6.82
6500,"Seikon no Qwaser","Action, Ecchi, Seinen, Super Power, Supernatural","TV","24",6.82
32228,"Teekyuu 7","Comedy, Shounen, Sports","TV","12",6.82
23067,"Tenkai Knights","Action, Adventure, Comedy, Kids, Mecha, Sci-Fi, Shounen, Super Power","TV","52",6.82
3021,"Yume Senshi Wingman","Action, Comedy, Romance, School, Super Power","TV","47",6.82
9736,"Astarotte no Omocha!","Comedy, Demons, Ecchi, Fantasy, Romance, Seinen","TV","12",6.81
288,"Bakuten Shoot Beyblade","Action, Adventure, Comedy, Sci-Fi, Shounen, Sports","TV","51",6.81
32379,"Berserk (2016)","Action, Adventure, Demons, Drama, Fantasy, Horror, Military, Romance, Seinen, Supernatural","TV","12",6.81
11177,"Cross Fight B-Daman","Adventure","TV","52",6.81
2795,"Dragonaut: The Resonance","Action, Drama, Fantasy, Mecha, Romance, Sci-Fi","TV","25",6.81
260,"Happy☆Lesson (TV)","Comedy, Drama, Harem, Romance, Slice of Life","TV","13",6.81
17919,"Houkago no Pleiades (TV)","Magic, Space","TV","12",6.81
4808,"Hurricane Polymar","Action, Adventure, Police, Sci-Fi, Super Power","TV","26",6.81
